categoria,marca,modelo,versao,motor,tipo_propulsao,transmissao,combustivel,nmog_nox_mg_km,co_mg_km,nota_verde_l8,co2_fossil_g_km,consumo_mj_km,classificacao_pbe,co_excesso_pct,nmog_excesso_pct,viola_l8
Utilitário Esportivo Grande,GWM,HAVAL H6,HEV2 (MY26),1.5-16V,Híbrido,DHT - 2,G,32.0,126.0,A,100.0,1.63,A,0.0,0.0,False
Utilitário Esportivo Grande,GWM,HAVAL H6,PHEV19 (MY26),1.5-16V,Plug-in,DHT - 2,G,35.0,35.0,A,104.0,0.64,A,0.0,0.0,False
Utilitário Esportivo Grande,GWM,HAVAL H6,PHEV35 (MY26),1.5-16V,Plug-in,DHT - 2,G,29.0,18.0,A,116.0,0.74,A,0.0,0.0,False
Utilitário Esportivo Grande,GWM,HAVAL H6,GT (MY26),1.5-16V,Plug-in,DHT - 2,G,36.0,23.0,A,115.0,0.74,A,0.0,0.0,False
Utilitário Esportivo Grande,GWM,HAVAL H6,HEV ESP,1.5-16V,Híbrido,DHT - 2,G,32.0,126.0,A,100.0,1.63,A,0.0,0.0,False
Utilitário Esportivo Grande,HONDA,CR-V,TOURING,2.0-16V,Híbrido,CVT,G,12.0,79.0,A,102.0,1.65,A,0.0,0.0,False
Utilitário Esportivo Grande,JEEP,COMMANDER,LIM 7 270,1.3T-16V,Combustão,A-6,F,32.0,206.0,B,127.0,2.05,D,0.0,0.0,False
Utilitário Esportivo Grande,JEEP,COMMANDER,LON 7 270,1.3T-16V,Combustão,A-6,F,32.0,206.0,B,127.0,2.05,D,0.0,0.0,False
Utilitário Esportivo Grande,JEEP,COMMANDER,OVE 7 270,1.3T-16V,Combustão,A-6,F,32.0,206.0,B,127.0,2.05,D,0.0,0.0,False
Utilitário Esportivo Grande,JEEP,COMPASS,LIMITED T,1.3T-16V,Combustão,A-6,F,32.0,179.0,B,124.0,1.97,C,0.0,0.0,False
Utilitário Esportivo Grande,JEEP,COMPASS,LONG T,1.3T-16V,Combustão,A-6,F,32.0,179.0,B,124.0,1.97,C,0.0,0.0,False
Utilitário Esportivo Grande,JEEP,COMPASS,SERIE S T,1.3T-16V,Combustão,A-6,F,32.0,179.0,B,124.0,1.97,C,0.0,0.0,False
Utilitário Esportivo Grande,JEEP,COMPASS,SPORT T,1.3T-16V,Combustão,A-6,F,32.0,179.0,B,124.0,1.97,C,0.0,0.0,False
Utilitário Esportivo Grande,KIA,SPORTAGE,TMHEV EX,1.6 - 16V,Híbrido,DCT-7,G,35.0,175.0,A,103.0,1.68,A,0.0,0.0,False
Utilitário Esportivo Grande,KIA,SPORTAGE,TMHEV LX,1.6 - 16V,Híbrido,DCT-7,G,35.0,175.0,A,103.0,1.68,A,0.0,0.0,False
Utilitário Esportivo Grande,KIA,SPORTAGE,TMHEV SX,1.6 - 16V,Híbrido,DCT-7,G,35.0,175.0,A,103.0,1.68,A,0.0,0.0,False
Utilitário Esportivo Grande,KIA,SPORTAGE,TMHEV GT,1.6 - 16V,Híbrido,DCT-7,G,35.0,175.0,A,103.0,1.68,A,0.0,0.0,False
Utilitário Esportivo Grande,KIA,SPORTAGE,TMHEV EXP,1.6 - 16V,Híbrido,DCT-7,G,35.0,175.0,A,103.0,1.68,A,0.0,0.0,False
Utilitário Esportivo Grande,Mitsubishi,Eclipse Cross,RUSH,1.5T-16V,Combustão,CVT,G,19.0,169.0,A,126.0,2.03,D,0.0,0.0,False
Utilitário Esportivo Grande,Mitsubishi,Eclipse Cross,HPE,1.5T-16V,Combustão,CVT,G,19.0,169.0,A,126.0,2.03,D,0.0,0.0,False
Utilitário Esportivo Grande,Mitsubishi,Eclipse Cross,HPE BLACK,1.5T-16V,Combustão,CVT,G,19.0,169.0,A,126.0,2.03,D,0.0,0.0,False
Utilitário Esportivo Grande,Mitsubishi,Eclipse Cross,HPE-S,1.5T-16V,Combustão,CVT,G,19.0,169.0,A,126.0,2.03,D,0.0,0.0,False
Utilitário Esportivo Grande,Renault,DUSTER,DUSTER ICO16 CVT,1.6-16V,Combustão,CVT,F,59.0,406.0,C,121.0,1.94,C,0.0,0.0,False
Utilitário Esportivo Grande,Renault,DUSTER,DUSTER ICOP CVT,1.6-16V,Combustão,CVT,F,59.0,406.0,C,121.0,1.94,C,0.0,0.0,False
Utilitário Esportivo Grande,Renault,DUSTER,DUSTERINT16 CVT,1.6-16V,Combustão,CVT,F,59.0,406.0,C,121.0,1.94,C,0.0,0.0,False
Utilitário Esportivo Grande,Renault,DUSTER,DUSTER INTP CVT,1.6-16V,Combustão,CVT,F,59.0,406.0,C,121.0,1.94,C,0.0,0.0,False
Utilitário Esportivo Grande,Renault,DUSTER,DUSTER LIF16 CVT,1.6-16V,Combustão,CVT,F,59.0,406.0,C,121.0,1.94,C,0.0,0.0,False
Utilitário Esportivo Grande,Renault,DUSTER,DUSTER ZEN16 CVT,1.6-16V,Combustão,CVT,F,59.0,406.0,C,121.0,1.94,C,0.0,0.0,False
Utilitário Esportivo Grande,Renault,DUSTER,DUSTER INT 16,1.6-16V,Combustão,M-5,F,44.0,654.0,C,115.0,1.88,B,0.0,0.0,False
Utilitário Esportivo Grande,Renault,DUSTER,DUSTER INTP MT,1.6-16V,Combustão,M-5,F,44.0,654.0,C,115.0,1.88,B,0.0,0.0,False
Utilitário Esportivo Grande,Renault,DUSTER,DUSTER ZEN 16,1.6-16V,Combustão,M-5,F,44.0,654.0,C,115.0,1.88,B,0.0,0.0,False
Utilitário Esportivo Grande,Renault,DUSTER,DUSTER ICO TCE,1.3-16V,Combustão,CVT,F,20.0,201.0,A,117.0,1.89,B,0.0,0.0,False
Utilitário Esportivo Grande,Renault,DUSTER,DUSTER ICOUT TCE,1.3-16V,Combustão,CVT,F,20.0,201.0,A,117.0,1.89,B,0.0,0.0,False
Utilitário Esportivo Grande,Renault,DUSTER,DUSTER ZEN13TCE,1.3-16V,Combustão,CVT,F,20.0,201.0,A,117.0,1.89,B,0.0,0.0,False
Utilitário Esportivo Grande,Renault,BOREAL,EVO,1.3-16V,Combustão,DCT-6,F,33.0,298.0,B,110.0,1.79,A,0.0,0.0,False
Utilitário Esportivo Grande,Renault,BOREAL,TECH,1.3-16V,Combustão,DCT-6,F,33.0,298.0,B,110.0,1.79,A,0.0,0.0,False
Utilitário Esportivo Grande,Renault,BOREAL,ICO,1.3-16V,Combustão,DCT-6,F,33.0,298.0,B,110.0,1.79,A,0.0,0.0,False
Utilitário Esportivo Grande,VOLVO,EX40,6 CORE,Elétrico,Elétrico,A-1,E,,0.0,A,0.0,0.55,A,0.0,,False
Utilitário Esportivo Grande,VOLVO,EX40,6 PLUS,Elétrico,Elétrico,A-1,E,,0.0,A,0.0,0.55,A,0.0,,False
Utilitário Esportivo Grande,VOLVO,EX40,6 ULTRA,Elétrico,Elétrico,A-1,E,,0.0,A,0.0,0.55,A,0.0,,False
Utilitário Esportivo Grande,VW,TAOS,HIGHLINE 250TSI AUTOMÁTICO,1.4 - 16V,Combustão,A - 8,F,14.0,66.0,A,112.0,1.81,A,0.0,0.0,False
Utilitário Esportivo Grande,VW,TAOS,"COMFORTLINE 250TSI
AUTOMÁTICO",1.4 - 16V,Combustão,A - 8,F,14.0,66.0,A,112.0,1.81,A,0.0,0.0,False
Utilitário Esportivo Grande,ZEEKR,X,Premium,Elétrico,Elétrico,A,E,,,A,,0.55,A,,,False
Utilitário Esportivo Grande 4x4,BMW,X3,M50i,3.0 - 24V,Híbrido,A-8,G,8.0,146.0,A,133.0,2.16,C,0.0,0.0,False
Utilitário Esportivo Grande 4x4,BMW,X3,30 XDRIVE,2.0 - 16V,Híbrido,A-8,G,3.0,309.0,A,121.0,1.96,C,0.0,0.0,False
Utilitário Esportivo Grande 4x4,BMW,X5,xDrive50e MSP,3.0 - 24V,Plug-in,A-8,G,8.0,21.0,A,143.0,0.88,A,0.0,0.0,False
Utilitário Esportivo Grande 4x4,BMW,X5,xDrive50e XLINE,3.0 - 24V,Plug-in,A-8,G,8.0,21.0,A,143.0,0.88,A,0.0,0.0,False
Utilitário Esportivo Grande 4x4,BMW,X6,xDrive40i MSP,3.0 - 24V,Híbrido,A-8,G,7.0,99.0,A,144.0,2.33,C,0.0,0.0,False
Utilitário Esportivo Grande 4x4,BMW,X6,40I MSP DARK ED,3.0 - 24V,Híbrido,A-8,G,7.0,99.0,A,144.0,2.33,C,0.0,0.0,False
Utilitário Esportivo Grande 4x4,BMW,X7,xDrive40i,3.0 - 24V,Híbrido,A-8,G,8.0,247.0,A,164.0,2.66,D,0.0,0.0,False
Utilitário Esportivo Grande 4x4,Mercedes-Benz,GLC300 4M,,2.0-16V,Híbrido,A-9,G,20.0,104.0,A,134.0,2.11,C,0.0,0.0,False
Utilitário Esportivo Grande 4x4,Mercedes-Benz,GLC300 4M,CO,2.0-16V,Híbrido,A-9,G,20.0,104.0,A,134.0,2.11,C,0.0,0.0,False
Utilitário Esportivo Grande 4x4,Mercedes-Benz,GLE450D,AMGL,3.0-24V,Híbrido,A-9,D,13.0,88.0,A,,2.32,C,0.0,0.0,False
Utilitário Esportivo Grande 4x4,Mercedes-Benz,GLE450D,CO AMGL,3.0-24V,Híbrido,A-9,D,13.0,88.0,A,,2.32,C,0.0,0.0,False
Utilitário Esportivo Grande 4x4,Mitsubishi,Eclipse Cross,HPE-S S-AWC,1.5T-16V,Combustão,CVT,G,24.0,149.0,A,125.0,2.03,C,0.0,0.0,False
Utilitário Esportivo Grande 4x4,Mitsubishi,Eclipse Cross,HPE-S BLACK S-AWC,1.5T-16V,Combustão,CVT,G,24.0,149.0,A,125.0,2.03,C,0.0,0.0,False
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,GT COUPE,4.0-32V,Combustão,A-8,G,31.0,98.0,A,211.0,3.44,E,0.0,0.0,False
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,PHEV,3.0-24V,Plug-in,A-8,G,9.0,86.0,A,35.0,1.04,A,0.0,0.0,False
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,CP PHE,3.0-24V,Plug-in,A-8,G,9.0,86.0,A,35.0,1.04,A,0.0,0.0,False
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,CPH BE,3.0-24V,Plug-in,A-8,G,9.0,86.0,A,35.0,1.04,A,0.0,0.0,False
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,PH BE,3.0-24V,Plug-in,A-8,G,9.0,86.0,A,35.0,1.04,A,0.0,0.0,False
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,COUPE,3.0-24V,Combustão,A-8,G,35.0,84.0,A,183.0,2.98,D,0.0,0.0,False
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,V6,3.0-24V,Combustão,A-8,G,35.0,84.0,A,183.0,2.98,D,0.0,0.0,False
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,T PHEV,4.0-32V,Plug-in,A-8,G,3.0,42.0,A,24.0,1.01,A,0.0,0.0,False
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,TCPHEV,4.0-32V,Plug-in,A-8,G,3.0,42.0,A,24.0,1.01,A,0.0,0.0,False
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,GTP,4.0-32V,Combustão,A-8,G,20.0,123.0,A,206.0,3.34,E,0.0,0.0,False
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,GTS CP,4.0-32V,Combustão,A-8,G,20.0,123.0,A,206.0,3.34,E,0.0,0.0,False
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,S,4.0-32V,Combustão,A-8,G,20.0,87.0,A,206.0,3.33,E,0.0,0.0,False
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,S CP,4.0-32V,Combustão,A-8,G,20.0,87.0,A,206.0,3.33,E,0.0,0.0,False
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,S PHEV,3.0-24V,Plug-in,A-8,G,5.0,49.0,A,30.0,0.98,A,0.0,0.0,False
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,SCPHEV,3.0-24V,Plug-in,A-8,G,5.0,49.0,A,30.0,0.98,A,0.0,0.0,False
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,SCPHBE,3.0-24V,Plug-in,A-8,G,5.0,49.0,A,30.0,0.98,A,0.0,0.0,False
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,SPH BE,3.0-24V,Plug-in,A-8,G,5.0,49.0,A,30.0,0.98,A,0.0,0.0,False
Utilitário Esportivo Grande 4x4,VOLVO,XC60,INSC EXPRESS,2.0-16V,Plug-in,A,G,2.0,57.0,A,32.0,0.86,A,0.0,0.0,False
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 CORE,2.0-16V,Plug-in,A,G,2.0,57.0,A,32.0,0.86,A,0.0,0.0,False
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 INSCRIPT,2.0-16V,Plug-in,A,G,2.0,57.0,A,32.0,0.86,A,0.0,0.0,False
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 MOMENTUM,2.0-16V,Plug-in,A,G,2.0,57.0,A,32.0,0.86,A,0.0,0.0,False
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 PLUS,2.0-16V,Plug-in,A,G,2.0,57.0,A,32.0,0.86,A,0.0,0.0,False
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 POLESTAR,2.0-16V,Plug-in,A,G,2.0,57.0,A,32.0,0.86,A,0.0,0.0,False
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 R-DESIGN,2.0-16V,Plug-in,A,G,2.0,57.0,A,32.0,0.86,A,0.0,0.0,False
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 ULT DARK,2.0-16V,Plug-in,A,G,2.0,57.0,A,32.0,0.86,A,0.0,0.0,False
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 ULTIMATE,2.0-16V,Plug-in,A,G,2.0,57.0,A,32.0,0.86,A,0.0,0.0,False
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 ULTRA,2.0-16V,Plug-in,A,G,2.0,57.0,A,32.0,0.86,A,0.0,0.0,False
Utilitário Esportivo Grande 4x4,VOLVO,XC90,INSC EXPRESS,2.0-16V,Plug-in,A,G,2.0,58.0,A,34.0,0.88,A,0.0,0.0,False
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 CORE,2.0-16V,Plug-in,A,G,2.0,58.0,A,34.0,0.88,A,0.0,0.0,False
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 EXCELLEN,2.0-16V,Plug-in,A,G,2.0,58.0,A,34.0,0.88,A,0.0,0.0,False
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 INSCRIPT,2.0-16V,Plug-in,A,G,2.0,58.0,A,34.0,0.88,A,0.0,0.0,False
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 MOMENTUM,2.0-16V,Plug-in,A,G,2.0,58.0,A,34.0,0.88,A,0.0,0.0,False
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 PLUS,2.0-16V,Plug-in,A,G,2.0,58.0,A,34.0,0.88,A,0.0,0.0,False
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 POLESTAR,2.0-16V,Plug-in,A,G,2.0,58.0,A,34.0,0.88,A,0.0,0.0,False
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 R-DESIGN,2.0-16V,Plug-in,A,G,2.0,58.0,A,34.0,0.88,A,0.0,0.0,False
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 ULT DARK,2.0-16V,Plug-in,A,G,2.0,58.0,A,34.0,0.88,A,0.0,0.0,False
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 ULTIMATE,2.0-16V,Plug-in,A,G,2.0,58.0,A,34.0,0.88,A,0.0,0.0,False
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 ULTRA,2.0-16V,Plug-in,A,G,2.0,58.0,A,34.0,0.88,A,0.0,0.0,False
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 AWD PLUS,2.0-16V,Plug-in,A,G,2.0,58.0,A,34.0,0.88,A,0.0,0.0,False
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 AWD ULT,2.0-16V,Plug-in,A,G,2.0,58.0,A,34.0,0.88,A,0.0,0.0,False
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 AWD ULTD,2.0-16V,Plug-in,A,G,2.0,58.0,A,34.0,0.88,A,0.0,0.0,False
Utilitário Esportivo Grande 4x4,VOLVO,XC90,AWD ULT BLA,2.0-16V,Plug-in,A,G,2.0,58.0,A,34.0,0.88,A,0.0,0.0,False
Utilitário Esportivo Grande 4x4,VOLVO,EX90,ULTRA TWIN,Elétrico,Elétrico,A-1,E,,0.0,A,0.0,0.68,A,0.0,,False
Utilitário Esportivo Grande 4x4,VOLVO,EX90,PLUS TWIN,Elétrico,Elétrico,A-1,E,,0.0,A,0.0,0.68,A,0.0,,False
Utilitário Esportivo Grande 4x4,VOLVO,EX90,ULT TWIN PER,Elétrico,Elétrico,A-1,E,,0.0,A,0.0,0.68,A,0.0,,False
Utilitário Esportivo Grande 4x4,VOLVO,EX40,8 CORE,Elétrico,Elétrico,A-1,E,,0.0,A,0.0,0.59,A,0.0,,False
Utilitário Esportivo Grande 4x4,VOLVO,EX40,8 PLUS,Elétrico,Elétrico,A-1,E,,0.0,A,0.0,0.59,A,0.0,,False
Utilitário Esportivo Grande 4x4,VOLVO,EX40,8 ULTRA,Elétrico,Elétrico,A-1,E,,0.0,A,0.0,0.59,A,0.0,,False
